OBJECTID,neighborhood,Response Month,Response Day,Response Year,citationIssued,policePrecinct,citationCnt
66708,Standish,02,24,2018,YES,3,1
66710,Lyndale,02,24,2018,YES,5,1
66712,Longfellow,02,24,2018,YES,3,1
66724,Phillips West,02,24,2018,YES,3,1
66730,Powderhorn Park,02,24,2018,YES,3,1
66737,Lyndale,02,24,2018,YES,5,1
66743,Steven's Square - Loring Heights,02,24,2018,YES,5,1
66747,Webber - Camden,02,24,2018,YES,4,1
66749,Holland,02,24,2018,YES,2,1
66750,Bottineau,02,24,2018,YES,2,1
66828,Holland,02,25,2018,YES,2,1
66850,Lowry Hill East,02,25,2018,YES,5,1
66854,Lowry Hill East,02,25,2018,YES,5,1
66855,Central,02,25,2018,YES,3,1
66858,Whittier,02,25,2018,YES,5,1
66900,Bottineau,02,26,2018,YES,2,1
66902,Bottineau,02,26,2018,YES,2,1
66905,Holland,02,26,2018,YES,2,1
66907,Marcy Holmes,02,26,2018,YES,2,1
66915,CARAG,02,26,2018,YES,5,1
66918,Downtown West,02,26,2018,YES,1,1
66919,Holland,02,26,2018,YES,2,1
66920,St. Anthony East,02,26,2018,YES,2,1
66927,Downtown West,02,26,2018,YES,1,1
66930,Cleveland,02,26,2018,YES,4,1
66932,Downtown West,02,26,2018,YES,1,1
66933,Jordan,02,26,2018,YES,4,1
66944,Willard - Hay,02,26,2018,YES,4,1
66945,Steven's Square - Loring Heights,02,26,2018,YES,5,1
66947,Logan Park,02,26,2018,YES,2,1
66950,Holland,02,26,2018,YES,2,1
66957,Unknown,02,26,2018,YES,,1
66974,Hawthorne,02,26,2018,YES,4,1
66978,Marcy Holmes,02,26,2018,YES,2,1
66983,Longfellow,02,26,2018,YES,3,1
66989,Keewaydin,02,26,2018,YES,3,1
66999,Cedar Riverside,02,26,2018,YES,1,1
67002,Hawthorne,02,26,2018,YES,4,1
67015,Cedar Riverside,02,27,2018,YES,1,1
67017,Whittier,02,27,2018,YES,5,1
67018,Marcy Holmes,02,27,2018,YES,2,1
67026,Lowry Hill East,02,27,2018,YES,5,1
67030,Loring Park,02,27,2018,YES,1,1
67039,Unknown,02,27,2018,YES,,1
67045,Near - North,02,27,2018,YES,4,1
67056,Downtown West,02,27,2018,YES,1,1
67070,Downtown West,02,27,2018,YES,1,1
67073,Powderhorn Park,02,27,2018,YES,3,1
67076,Jordan,02,27,2018,YES,4,1
67078,Powderhorn Park,02,27,2018,YES,3,1
67084,Bottineau,02,27,2018,YES,2,1
67103,Downtown West,02,27,2018,YES,1,1
67129,Whittier,02,27,2018,YES,5,1
67136,Marshall Terrace,02,27,2018,YES,2,1
67138,Lowry Hill East,02,27,2018,YES,5,1
67152,Marcy Holmes,02,28,2018,YES,2,1
67154,Marcy Holmes,02,28,2018,YES,2,1
67174,Lyndale,02,28,2018,YES,5,1
67182,Marcy Holmes,02,28,2018,YES,2,1
67191,East Harriet,02,28,2018,YES,5,1
67193,Downtown West,02,28,2018,YES,1,1
67197,Hawthorne,02,28,2018,YES,4,1
67200,Midtown Phillips,02,28,2018,YES,3,1
67202,Downtown West,02,28,2018,YES,1,1
67205,Marcy Holmes,02,28,2018,YES,2,1
67218,Near - North,02,28,2018,YES,4,1
67237,Marcy Holmes,02,28,2018,YES,2,1
67239,Holland,02,28,2018,YES,2,1
67243,East Phillips,02,28,2018,YES,3,1
67245,Downtown West,02,28,2018,YES,1,1
67248,Longfellow,02,28,2018,YES,3,1
67250,Howe,02,28,2018,YES,3,1
67251,Ventura Village,02,28,2018,YES,3,1
67254,Longfellow,02,28,2018,YES,3,1
67258,Longfellow,02,28,2018,YES,3,1
67274,East Phillips,02,28,2018,YES,3,1
67279,Hiawatha,02,28,2018,YES,3,1
67280,Northeast Park,02,28,2018,YES,2,1
67286,Marshall Terrace,02,28,2018,YES,2,1
67297,Downtown West,02,28,2018,YES,1,1
67305,St. Anthony West,03,01,2018,YES,2,1
67306,Whittier,03,01,2018,YES,5,1
67320,Cedar Riverside,03,01,2018,YES,1,1
67325,Steven's Square - Loring Heights,03,01,2018,YES,5,1
67326,Lyndale,03,01,2018,YES,5,1
67356,Nicollet Island - East Bank,03,01,2018,YES,2,1
67357,Lyndale,03,01,2018,YES,5,1
67367,Logan Park,03,01,2018,YES,2,1
67377,Hawthorne,03,01,2018,YES,4,1
67381,Near - North,03,01,2018,YES,4,1
67383,Willard - Hay,03,01,2018,YES,4,1
67388,Lyndale,03,01,2018,YES,5,1
67389,Near - North,03,01,2018,YES,4,1
67392,Near - North,03,01,2018,YES,4,1
67393,Near - North,03,01,2018,YES,4,1
67397,Willard - Hay,03,01,2018,YES,4,1
67401,Near - North,03,01,2018,YES,4,1
67409,Whittier,03,01,2018,YES,5,1
67417,Hawthorne,03,01,2018,YES,4,1
67427,Downtown West,03,01,2018,YES,1,1
67433,Near - North,03,01,2018,YES,4,1
67437,Downtown West,03,01,2018,YES,1,1
67447,Whittier,03,01,2018,YES,5,1
67456,Regina,03,01,2018,YES,3,1
67482,Audubon Park,03,02,2018,YES,2,1
67484,Holland,03,02,2018,YES,2,1
67488,Unknown,03,02,2018,YES,,1
67493,Marcy Holmes,03,02,2018,YES,2,1
67494,Nicollet Island - East Bank,03,02,2018,YES,2,1
67498,Nicollet Island - East Bank,03,02,2018,YES,2,1
67502,Hawthorne,03,02,2018,YES,4,1
67507,Hawthorne,03,02,2018,YES,4,1
67512,Jordan,03,02,2018,YES,4,1
67515,Folwell,03,02,2018,YES,4,1
67521,Hawthorne,03,02,2018,YES,4,1
67523,Phillips West,03,02,2018,YES,3,1
67525,Prospect Park - East River Road,03,02,2018,YES,2,1
67530,Jordan,03,02,2018,YES,4,1
67533,Marcy Holmes,03,02,2018,YES,2,1
67536,Hawthorne,03,02,2018,YES,4,1
67539,Jordan,03,02,2018,YES,4,1
67541,Hawthorne,03,02,2018,YES,4,1
67542,Steven's Square - Loring Heights,03,02,2018,YES,5,1
67544,Jordan,03,02,2018,YES,4,1
67548,Near - North,03,02,2018,YES,4,1
67577,Lyndale,03,02,2018,YES,5,1
67583,Lyndale,03,02,2018,YES,5,1
67588,Cooper,03,02,2018,YES,3,1
67591,Central,03,02,2018,YES,3,1
67593,Hiawatha,03,02,2018,YES,3,1
67599,Midtown Phillips,03,02,2018,YES,3,1
67611,Nicollet Island - East Bank,03,02,2018,YES,2,1
67624,Downtown West,03,03,2018,YES,1,1
67625,Prospect Park - East River Road,03,03,2018,YES,2,1
67631,Nicollet Island - East Bank,03,03,2018,YES,2,1
67634,North Loop,03,03,2018,YES,1,1
67639,Powderhorn Park,03,03,2018,YES,3,1
67653,Downtown West,03,03,2018,YES,1,1
67670,Unknown,03,03,2018,YES,,1
67697,Marcy Holmes,03,03,2018,YES,2,1
67698,Standish,03,03,2018,YES,3,1
67703,Jordan,03,03,2018,YES,4,1
67704,Lyndale,03,03,2018,YES,5,1
67709,Audubon Park,03,03,2018,YES,2,1
67730,Phillips West,03,03,2018,YES,3,1
67748,Hawthorne,03,03,2018,YES,4,1
67775,Central,03,04,2018,YES,3,1
67781,Sumner - Glenwood,03,04,2018,YES,4,1
67788,Powderhorn Park,03,04,2018,YES,3,1
67798,Marcy Holmes,03,04,2018,YES,2,1
67802,Marcy Holmes,03,04,2018,YES,2,1
67805,Nicollet Island - East Bank,03,04,2018,YES,2,1
67807,Nicollet Island - East Bank,03,04,2018,YES,2,1
67814,Marcy Holmes,03,04,2018,YES,2,1
67817,Central,03,04,2018,YES,3,1
67819,Logan Park,03,04,2018,YES,2,1
67846,Cleveland,03,04,2018,YES,4,1
67877,Downtown West,03,04,2018,YES,1,1
67878,Downtown West,03,04,2018,YES,1,1
67885,North Loop,03,04,2018,YES,1,1
67933,Jordan,03,05,2018,YES,4,1
67940,Willard - Hay,03,05,2018,YES,4,1
67941,Near - North,03,05,2018,YES,4,1
67945,Downtown West,03,05,2018,YES,1,1
67949,Downtown West,03,05,2018,YES,1,1
67953,Near - North,03,05,2018,YES,4,1
67958,Hawthorne,03,05,2018,YES,4,1
67970,St. Anthony West,03,05,2018,YES,2,1
67980,St. Anthony West,03,05,2018,YES,2,1
67983,Logan Park,03,05,2018,YES,2,1
67998,Holland,03,05,2018,YES,2,1
68006,Lyndale,03,05,2018,YES,5,1
68017,Downtown West,03,05,2018,YES,1,1
68019,King Field,03,05,2018,YES,5,1
68044,Downtown West,03,06,2018,YES,1,1
68046,Lyndale,03,06,2018,YES,5,1
68076,Midtown Phillips,03,06,2018,YES,3,1
68079,Downtown West,03,06,2018,YES,1,1
68081,Folwell,03,06,2018,YES,4,1
68083,Hawthorne,03,06,2018,YES,4,1
68087,Midtown Phillips,03,06,2018,YES,3,1
68093,Central,03,06,2018,YES,3,1
68097,Longfellow,03,06,2018,YES,3,1
68102,Near - North,03,06,2018,YES,4,1
68144,Regina,03,06,2018,YES,3,1
68154,Logan Park,03,06,2018,YES,2,1
68166,Powderhorn Park,03,06,2018,YES,3,1
68167,Marcy Holmes,03,06,2018,YES,2,1
68172,Willard - Hay,03,06,2018,YES,4,1
68190,Holland,03,07,2018,YES,2,1
68193,Marshall Terrace,03,07,2018,YES,2,1
68199,St. Anthony West,03,07,2018,YES,2,1
68218,Nicollet Island - East Bank,03,07,2018,YES,2,1
68234,Nicollet Island - East Bank,03,07,2018,YES,2,1
68241,Nicollet Island - East Bank,03,07,2018,YES,2,1
68245,Jordan,03,07,2018,YES,4,1
68246,Bottineau,03,07,2018,YES,2,1
68247,Nicollet Island - East Bank,03,07,2018,YES,2,1
68261,Downtown West,03,07,2018,YES,1,1
68262,Mid - City Industrial,03,07,2018,YES,2,1
68265,Whittier,03,07,2018,YES,5,1
68267,Windom,03,07,2018,YES,5,1
68269,Hawthorne,03,07,2018,YES,4,1
68270,Downtown West,03,07,2018,YES,1,1
68272,Hawthorne,03,07,2018,YES,4,1
68274,Downtown West,03,07,2018,YES,1,1
68277,Downtown West,03,07,2018,YES,1,1
68284,North Loop,03,07,2018,YES,1,1
68286,Whittier,03,07,2018,YES,5,1
68294,Beltrami,03,07,2018,YES,2,1
68298,Downtown West,03,07,2018,YES,1,1
68339,Lyndale,03,07,2018,YES,5,1
68350,Holland,03,07,2018,YES,2,1
68364,Waite Park,03,07,2018,YES,2,1
68365,Audubon Park,03,08,2018,YES,2,1
68376,Marshall Terrace,03,08,2018,YES,2,1
68379,Waite Park,03,08,2018,YES,2,1
68380,Waite Park,03,08,2018,YES,2,1
68382,Waite Park,03,08,2018,YES,2,1
68385,St. Anthony East,03,08,2018,YES,2,1
68388,Windom Park,03,08,2018,YES,2,1
68391,CARAG,03,08,2018,YES,5,1
68400,Downtown West,03,08,2018,YES,1,1
68413,Nicollet Island - East Bank,03,08,2018,YES,2,1
68415,Nicollet Island - East Bank,03,08,2018,YES,2,1
68428,Central,03,08,2018,YES,3,1
68434,East Phillips,03,08,2018,YES,3,1
68439,Windom Park,03,08,2018,YES,2,1
68444,Near - North,03,08,2018,YES,4,1
68445,Hawthorne,03,08,2018,YES,4,1
68452,Lowry Hill,03,08,2018,YES,5,1
68454,Loring Park,03,08,2018,YES,5,1
68459,East Isles,03,08,2018,YES,5,1
68463,Lowry Hill East,03,08,2018,YES,5,1
68497,Bryant,03,08,2018,YES,3,1
68498,Nicollet Island - East Bank,03,08,2018,YES,2,1
68501,Longfellow,03,08,2018,YES,3,1
68510,St. Anthony East,03,09,2018,YES,2,1
68518,St. Anthony West,03,09,2018,YES,2,1
68528,Phillips West,03,09,2018,YES,3,1
68535,Downtown West,03,09,2018,YES,1,1
68536,Holland,03,09,2018,YES,2,1
68550,King Field,03,09,2018,YES,5,1
68554,Marcy Holmes,03,09,2018,YES,2,1
68569,Nicollet Island - East Bank,03,09,2018,YES,2,1
68573,Nicollet Island - East Bank,03,09,2018,YES,2,1
68574,Nicollet Island - East Bank,03,09,2018,YES,2,1
68575,Midtown Phillips,03,09,2018,YES,3,1
68576,Nicollet Island - East Bank,03,09,2018,YES,2,1
68580,Nicollet Island - East Bank,03,09,2018,YES,2,1
68589,Elliot Park,03,09,2018,YES,1,1
68597,Downtown West,03,09,2018,YES,1,1
68603,Longfellow,03,09,2018,YES,3,1
68614,Webber - Camden,03,09,2018,YES,4,1
68625,Audubon Park,03,09,2018,YES,2,1
68634,Como,03,09,2018,YES,2,1
68637,North Loop,03,09,2018,YES,1,1
68640,North Loop,03,09,2018,YES,1,1
68645,Downtown West,03,09,2018,YES,1,1
68650,Whittier,03,09,2018,YES,5,1
68656,Beltrami,03,09,2018,YES,2,1
68657,Phillips West,03,09,2018,YES,3,1
68667,Nicollet Island - East Bank,03,09,2018,YES,2,1
68669,Marcy Holmes,03,09,2018,YES,2,1
68670,Nicollet Island - East Bank,03,09,2018,YES,2,1
68671,Nicollet Island - East Bank,03,09,2018,YES,2,1
68673,Beltrami,03,09,2018,YES,2,1
68681,Windom Park,03,09,2018,YES,2,1
68682,Waite Park,03,09,2018,YES,2,1
68694,Folwell,03,09,2018,YES,4,1
68707,East Phillips,03,09,2018,YES,3,1
68713,Cedar Riverside,03,09,2018,YES,1,1
68715,Hiawatha,03,09,2018,YES,3,1
68721,Hiawatha,03,09,2018,YES,3,1
68726,Hiawatha,03,10,2018,YES,3,1
68740,Holland,03,10,2018,YES,2,1
68741,Webber - Camden,03,10,2018,YES,4,1
68759,Northeast Park,03,10,2018,YES,2,1
68781,Near - North,03,10,2018,YES,4,1
68786,Harrison,03,10,2018,YES,4,1
68792,Willard - Hay,03,10,2018,YES,4,1
68846,CARAG,03,10,2018,YES,5,1
68862,Sheridan,03,11,2018,YES,2,1
68867,Holland,03,11,2018,YES,2,1
68884,Marcy Holmes,03,11,2018,YES,2,1
68887,St. Anthony East,03,11,2018,YES,2,1
68888,Marcy Holmes,03,11,2018,YES,2,1
68890,Windom Park,03,11,2018,YES,2,1
68893,Nicollet Island - East Bank,03,11,2018,YES,2,1
68894,Nicollet Island - East Bank,03,11,2018,YES,2,1
68896,Nicollet Island - East Bank,03,11,2018,YES,2,1
68897,Nicollet Island - East Bank,03,11,2018,YES,2,1
68910,Logan Park,03,11,2018,YES,2,1
68911,Lyndale,03,11,2018,YES,5,1
68913,Logan Park,03,11,2018,YES,2,1
68916,Hawthorne,03,11,2018,YES,4,1
68921,Nicollet Island - East Bank,03,11,2018,YES,2,1
68961,Powderhorn Park,03,11,2018,YES,3,1
68965,Downtown West,03,11,2018,YES,1,1
68970,Downtown East,03,11,2018,YES,1,1
68982,Corcoran,03,12,2018,YES,3,1
68983,Lyndale,03,12,2018,YES,5,1
68988,Corcoran,03,12,2018,YES,3,1
68990,Lowry Hill East,03,12,2018,YES,5,1
68991,St. Anthony East,03,12,2018,YES,2,1
68992,St. Anthony East,03,12,2018,YES,2,1
68996,St. Anthony West,03,12,2018,YES,2,1
69004,Marcy Holmes,03,12,2018,YES,2,1
69006,Corcoran,03,12,2018,YES,3,1
69007,Corcoran,03,12,2018,YES,3,1
69015,Logan Park,03,12,2018,YES,2,1
69027,East Phillips,03,12,2018,YES,3,1
69028,Near - North,03,12,2018,YES,4,1
69032,Hawthorne,03,12,2018,YES,4,1
69037,McKinley,03,12,2018,YES,4,1
69040,Downtown West,03,12,2018,YES,1,1
69041,Near - North,03,12,2018,YES,4,1
69042,Jordan,03,12,2018,YES,4,1
69062,Whittier,03,12,2018,YES,5,1
69063,Seward,03,12,2018,YES,3,1
69068,Cooper,03,12,2018,YES,3,1
69073,Cooper,03,12,2018,YES,3,1
69078,Hiawatha,03,12,2018,YES,3,1
69081,Hiawatha,03,12,2018,YES,3,1
69087,Lyndale,03,12,2018,YES,5,1
69093,Lowry Hill East,03,12,2018,YES,5,1
69094,Lowry Hill East,03,12,2018,YES,5,1
69099,CARAG,03,12,2018,YES,5,1
69103,CARAG,03,12,2018,YES,5,1
69110,Central,03,12,2018,YES,3,1
69115,Lowry Hill East,03,12,2018,YES,5,1
69116,Audubon Park,03,12,2018,YES,2,1
69118,Lyndale,03,12,2018,YES,5,1
69123,Downtown West,03,12,2018,YES,1,1
69124,CARAG,03,12,2018,YES,5,1
69132,Sheridan,03,13,2018,YES,2,1
69141,Downtown West,03,13,2018,YES,1,1
69144,Bottineau,03,13,2018,YES,2,1
69167,Lyndale,03,13,2018,YES,5,1
69173,Hawthorne,03,13,2018,YES,4,1
69177,Lowry Hill East,03,13,2018,YES,5,1
69183,McKinley,03,13,2018,YES,4,1
69185,Hawthorne,03,13,2018,YES,4,1
69187,Downtown West,03,13,2018,YES,1,1
69190,Downtown West,03,13,2018,YES,1,1
69195,Loring Park,03,13,2018,YES,1,1
69251,Victory,03,13,2018,YES,4,1
69257,Phillips West,03,13,2018,YES,3,1
69268,North Loop,03,14,2018,YES,1,1
69281,Loring Park,03,14,2018,YES,1,1
69304,Midtown Phillips,03,14,2018,YES,3,1
69315,Powderhorn Park,03,14,2018,YES,3,1
69325,East Phillips,03,14,2018,YES,3,1
69326,Lowry Hill East,03,14,2018,YES,5,1
69329,Lowry Hill East,03,14,2018,YES,5,1
69332,Folwell,03,14,2018,YES,4,1
69333,Cedar - Isles - Dean,03,14,2018,YES,5,1
69338,Waite Park,03,14,2018,YES,2,1
69343,Whittier,03,14,2018,YES,5,1
69346,Hawthorne,03,14,2018,YES,4,1
69356,Hawthorne,03,14,2018,YES,4,1
69357,Hawthorne,03,14,2018,YES,4,1
69365,Willard - Hay,03,14,2018,YES,4,1
69372,Hawthorne,03,14,2018,YES,4,1
69377,Hawthorne,03,14,2018,YES,4,1
69394,Elliot Park,03,14,2018,YES,1,1
69434,Marcy Holmes,03,14,2018,YES,2,1
69470,Downtown West,03,15,2018,YES,1,1
69471,Holland,03,15,2018,YES,2,1
69473,Windom Park,03,15,2018,YES,2,1
69482,Elliot Park,03,15,2018,YES,1,1
69489,Downtown West,03,15,2018,YES,1,1
69494,Phillips West,03,15,2018,YES,3,1
69496,Near - North,03,15,2018,YES,4,1
69512,Downtown West,03,15,2018,YES,1,1
69521,Nicollet Island - East Bank,03,15,2018,YES,2,1
69526,Ventura Village,03,15,2018,YES,3,1
69532,Near - North,03,15,2018,YES,4,1
69533,Nicollet Island - East Bank,03,15,2018,YES,2,1
69534,McKinley,03,15,2018,YES,4,1
69535,Near - North,03,15,2018,YES,4,1
69544,Nicollet Island - East Bank,03,15,2018,YES,2,1
69545,Nicollet Island - East Bank,03,15,2018,YES,2,1
69546,Whittier,03,15,2018,YES,5,1
69549,Hawthorne,03,15,2018,YES,4,1
69550,Nicollet Island - East Bank,03,15,2018,YES,2,1
69582,Logan Park,03,15,2018,YES,2,1
69618,Whittier,03,15,2018,YES,5,1
69630,King Field,03,15,2018,YES,5,1
69632,Como,03,15,2018,YES,2,1
69642,Kenny,03,15,2018,YES,5,1
69649,Bottineau,03,16,2018,YES,2,1
69652,Lyndale,03,16,2018,YES,5,1
69659,Hawthorne,03,16,2018,YES,4,1
69661,Hawthorne,03,16,2018,YES,4,1
69666,Near - North,03,16,2018,YES,4,1
69668,Near - North,03,16,2018,YES,4,1
69669,East Phillips,03,16,2018,YES,3,1
69672,Near - North,03,16,2018,YES,4,1
69675,Downtown West,03,16,2018,YES,1,1
69676,Lyndale,03,16,2018,YES,5,1
69677,Central,03,16,2018,YES,3,1
69688,Lyndale,03,16,2018,YES,5,1
69692,Windom Park,03,16,2018,YES,2,1
69704,Whittier,03,16,2018,YES,5,1
69706,Whittier,03,16,2018,YES,5,1
69709,Whittier,03,16,2018,YES,5,1
69720,Windom Park,03,16,2018,YES,2,1
69735,Jordan,03,16,2018,YES,4,1
69748,Windom,03,16,2018,YES,5,1
69753,Willard - Hay,03,16,2018,YES,4,1
69764,Como,03,16,2018,YES,2,1
69774,Downtown West,03,17,2018,YES,1,1
69780,Nicollet Island - East Bank,03,17,2018,YES,2,1
69800,Folwell,03,17,2018,YES,4,1
69802,Waite Park,03,17,2018,YES,2,1
69810,Lyndale,03,17,2018,YES,5,1
69823,Whittier,03,17,2018,YES,5,1
69824,Downtown West,03,17,2018,YES,1,1
69825,Hawthorne,03,17,2018,YES,4,1
69826,Near - North,03,17,2018,YES,4,1
69832,Hawthorne,03,17,2018,YES,4,1
69838,Whittier,03,17,2018,YES,5,1
69844,Downtown West,03,17,2018,YES,1,1
69846,Downtown West,03,17,2018,YES,1,1
69850,Hawthorne,03,17,2018,YES,4,1
69851,Cedar Riverside,03,17,2018,YES,1,1
69856,Northeast Park,03,17,2018,YES,2,1
69861,Bottineau,03,17,2018,YES,2,1
69864,Marcy Holmes,03,17,2018,YES,2,1
69866,Downtown West,03,17,2018,YES,1,1
69869,Downtown West,03,17,2018,YES,1,1
69880,Hawthorne,03,17,2018,YES,4,1
69883,Cedar Riverside,03,17,2018,YES,1,1
69892,Cedar Riverside,03,17,2018,YES,1,1
69902,Marcy Holmes,03,17,2018,YES,2,1
69904,Bryn - Mawr,03,17,2018,YES,4,1
69907,Lyndale,03,17,2018,YES,5,1
69908,CARAG,03,17,2018,YES,5,1
69928,Cooper,03,17,2018,YES,3,1
69942,Marcy Holmes,03,18,2018,YES,2,1
69948,Nicollet Island - East Bank,03,18,2018,YES,2,1
69949,North Loop,03,18,2018,YES,1,1
69958,Nicollet Island - East Bank,03,18,2018,YES,2,1
69975,Downtown West,03,18,2018,YES,1,1
69987,Marcy Holmes,03,18,2018,YES,2,1
69997,Nicollet Island - East Bank,03,18,2018,YES,2,1
69999,Nicollet Island - East Bank,03,18,2018,YES,2,1
70001,Nicollet Island - East Bank,03,18,2018,YES,2,1
70003,Lyndale,03,18,2018,YES,5,1
70016,Nicollet Island - East Bank,03,18,2018,YES,2,1
70018,Nicollet Island - East Bank,03,18,2018,YES,2,1
70019,Nicollet Island - East Bank,03,18,2018,YES,2,1
70027,Downtown West,03,18,2018,YES,1,1
70031,Lyndale,03,18,2018,YES,5,1
70032,Holland,03,18,2018,YES,2,1
70033,Loring Park,03,18,2018,YES,1,1
70038,CARAG,03,18,2018,YES,5,1
70039,Howe,03,18,2018,YES,3,1
70042,Downtown West,03,18,2018,YES,1,1
70046,CARAG,03,18,2018,YES,5,1
70076,Como,03,18,2018,YES,2,1
70084,Howe,03,18,2018,YES,3,1
70087,Lyndale,03,18,2018,YES,5,1
70088,Hiawatha,03,18,2018,YES,3,1
70092,Hiawatha,03,18,2018,YES,3,1
70105,Seward,03,18,2018,YES,3,1
70112,Longfellow,03,19,2018,YES,3,1
70116,ECCO,03,19,2018,YES,5,1
70122,Logan Park,03,19,2018,YES,2,1
70132,Beltrami,03,19,2018,YES,2,1
70133,Como,03,19,2018,YES,2,1
70136,Como,03,19,2018,YES,2,1
70140,Downtown East,03,19,2018,YES,1,1
70145,Marcy Holmes,03,19,2018,YES,2,1
70148,Marcy Holmes,03,19,2018,YES,2,1
70168,Jordan,03,19,2018,YES,4,1
70170,Jordan,03,19,2018,YES,4,1
70177,Jordan,03,19,2018,YES,4,1
70179,Lynnhurst,03,19,2018,YES,5,1
70187,Downtown West,03,19,2018,YES,1,1
70194,Hawthorne,03,19,2018,YES,4,1
70201,Folwell,03,19,2018,YES,4,1
70219,Whittier,03,19,2018,YES,5,1
70225,North Loop,03,19,2018,YES,1,1
70230,Lind - Bohanon,03,19,2018,YES,4,1
70242,Tangletown,03,19,2018,YES,5,1
70249,Marcy Holmes,03,19,2018,YES,2,1
70253,McKinley,03,19,2018,YES,4,1
70256,Marcy Holmes,03,19,2018,YES,2,1
70260,Downtown West,03,19,2018,YES,1,1
70267,Waite Park,03,19,2018,YES,2,1
70273,Holland,03,19,2018,YES,2,1
70287,Cooper,03,20,2018,YES,3,1
70298,Cooper,03,20,2018,YES,3,1
70303,Northrop,03,20,2018,YES,3,1
70314,Windom Park,03,20,2018,YES,2,1
70315,Downtown West,03,20,2018,YES,1,1
70318,Northrop,03,20,2018,YES,3,1
70323,Lyndale,03,20,2018,YES,5,1
70333,Central,03,20,2018,YES,3,1
70338,Ventura Village,03,20,2018,YES,3,1
70344,Hawthorne,03,20,2018,YES,4,1
70348,Ventura Village,03,20,2018,YES,3,1
70354,Folwell,03,20,2018,YES,4,1
70355,Folwell,03,20,2018,YES,4,1
70362,Near - North,03,20,2018,YES,4,1
70370,Willard - Hay,03,20,2018,YES,4,1
70371,Near - North,03,20,2018,YES,4,1
70385,Midtown Phillips,03,20,2018,YES,3,1
70397,Whittier,03,20,2018,YES,5,1
70398,Whittier,03,20,2018,YES,5,1
70401,Standish,03,20,2018,YES,3,1
70419,Holland,03,20,2018,YES,2,1
70420,Holland,03,20,2018,YES,2,1
70435,McKinley,03,20,2018,YES,4,1
70446,CARAG,03,21,2018,YES,5,1
70459,Whittier,03,21,2018,YES,5,1
70473,Marcy Holmes,03,21,2018,YES,2,1
70478,Hawthorne,03,21,2018,YES,4,1
70480,Nicollet Island - East Bank,03,21,2018,YES,2,1
70487,Nicollet Island - East Bank,03,21,2018,YES,2,1
70490,Nicollet Island - East Bank,03,21,2018,YES,2,1
70491,Lyndale,03,21,2018,YES,5,1
70492,Nicollet Island - East Bank,03,21,2018,YES,2,1
70494,Downtown West,03,21,2018,YES,1,1
70510,Nicollet Island - East Bank,03,21,2018,YES,2,1
70533,Phillips West,03,21,2018,YES,3,1
70534,Logan Park,03,21,2018,YES,2,1
70537,Holland,03,21,2018,YES,2,1
70540,Downtown West,03,21,2018,YES,1,1
70557,Downtown West,03,21,2018,YES,1,1
70574,CARAG,03,21,2018,YES,5,1
70591,Downtown West,03,21,2018,YES,1,1
70595,Near - North,03,21,2018,YES,4,1
70617,CARAG,03,22,2018,YES,5,1
70620,Midtown Phillips,03,22,2018,YES,3,1
70624,Holland,03,22,2018,YES,2,1
70628,Midtown Phillips,03,22,2018,YES,3,1
70638,Holland,03,22,2018,YES,2,1
70650,Logan Park,03,22,2018,YES,2,1
70656,Windom Park,03,22,2018,YES,2,1
70657,Windom Park,03,22,2018,YES,2,1
70671,Nicollet Island - East Bank,03,22,2018,YES,2,1
70673,Nicollet Island - East Bank,03,22,2018,YES,2,1
70675,Nicollet Island - East Bank,03,22,2018,YES,2,1
70676,Nicollet Island - East Bank,03,22,2018,YES,2,1
70678,Willard - Hay,03,22,2018,YES,4,1
70679,Nicollet Island - East Bank,03,22,2018,YES,2,1
70680,Jordan,03,22,2018,YES,4,1
70682,Folwell,03,22,2018,YES,4,1
70683,Nicollet Island - East Bank,03,22,2018,YES,2,1
70684,Hawthorne,03,22,2018,YES,4,1
70686,Hawthorne,03,22,2018,YES,4,1
70691,Jordan,03,22,2018,YES,4,1
70692,Folwell,03,22,2018,YES,4,1
70703,Ventura Village,03,22,2018,YES,3,1
70706,Holland,03,22,2018,YES,2,1
70708,Ventura Village,03,22,2018,YES,3,1
70709,Ventura Village,03,22,2018,YES,3,1
70710,Near - North,03,22,2018,YES,4,1
70724,Near - North,03,22,2018,YES,4,1
70726,Jordan,03,22,2018,YES,4,1
70727,McKinley,03,22,2018,YES,4,1
70730,Whittier,03,22,2018,YES,5,1
70732,Downtown West,03,22,2018,YES,1,1
70743,Hawthorne,03,22,2018,YES,4,1
70751,Near - North,03,22,2018,YES,4,1
70756,Hawthorne,03,22,2018,YES,4,1
70783,Phillips West,03,22,2018,YES,3,1
70812,Audubon Park,03,22,2018,YES,2,1
70830,Downtown West,03,23,2018,YES,1,1
70834,Holland,03,23,2018,YES,2,1
70836,Downtown West,03,23,2018,YES,1,1
70841,Loring Park,03,23,2018,YES,1,1
70842,Northrop,03,23,2018,YES,3,1
70844,St. Anthony West,03,23,2018,YES,2,1
70845,St. Anthony West,03,23,2018,YES,2,1
70847,St. Anthony East,03,23,2018,YES,2,1
70859,Whittier,03,23,2018,YES,5,1
70860,Nicollet Island - East Bank,03,23,2018,YES,2,1
70862,Nicollet Island - East Bank,03,23,2018,YES,2,1
70863,Nicollet Island - East Bank,03,23,2018,YES,2,1
